judge,candidate_chosen,candidate_not_chosen,time_taken
1141657-1141639-122688075@x.xx,D9H5T3,GCK5TQ,17745
1141657-1141639-122688075@x.xx,ZADYGZ,9W9ZW9,32261
1141657-1141639-122688075@x.xx,VMF6QA,ZUVRXV,27521
1141657-1141639-122688075@x.xx,25TJ6J,LURVPV,18300
1141657-1141639-122688075@x.xx,AEGH7F,LTXAHG,17515
1141657-1141639-122688075@x.xx,TFPGNH,CHHGVL,15413
1141657-1141639-122688075@x.xx,H9G6KF,VMF6QA,15045
1141657-1141639-122688075@x.xx,QEQPTX,QK7HTL,11784
1141657-1141639-122688075@x.xx,YX9XPN,VLGDHQ,20535
1141657-1141639-122688075@x.xx,25TJ6J,GNALNB,27810
1141657-1141639-122688075@x.xx,EU3VX6,PXRYMQ,27360
1141657-1141639-122688075@x.xx,FB7CXX,CHHGVL,15387
1141657-1141639-122688075@x.xx,TFPGNH,NB9QHQ,46332
1141657-1141639-122688075@x.xx,H9G6KF,GCK5TQ,9842
1141657-1141639-122688075@x.xx,9W9ZW9,25TJ6J,16908
1141657-1141639-122689782@x.xx,FB7CXX,ZUVRXV,28081
1141657-1141639-122689782@x.xx,NB9QHQ,LURVPV,31017
1141657-1141639-122689782@x.xx,AEGH7F,ZUVRXV,31125
1141657-1141639-122689782@x.xx,D9H5T3,EU3VX6,24459
1141657-1141639-122689782@x.xx,QEQPTX,GNALNB,25402
1141657-1141639-122689782@x.xx,GNALNB,YX9XPN,17459
1141657-1141639-122689782@x.xx,LTXAHG,PXRYMQ,24715
1141657-1141639-122689782@x.xx,EU3VX6,ZADYGZ,37190
1141657-1141639-122689782@x.xx,LURVPV,QK7HTL,7976
1141657-1141639-122689782@x.xx,25TJ6J,VLGDHQ,40392
1141657-1141639-122689782@x.xx,GCK5TQ,QK7HTL,11031
1141657-1141639-122689782@x.xx,GCK5TQ,9W9ZW9,21404
1141657-1141639-122689782@x.xx,GNALNB,AEGH7F,22042
1141657-1141639-122689782@x.xx,FB7CXX,TFPGNH,18193
