judge,candidate_chosen,candidate_not_chosen,time_taken
583191-583182-57469173@x.xx,302,403,56096
583191-583182-57469173@x.xx,405,402,44472
583191-583182-57469173@x.xx,302,103,26649
583191-583182-57469173@x.xx,104,403,19878
583191-583182-57469173@x.xx,105,405,21206
583191-583182-57469196@x.xx,104,103,62010
583191-583182-57469173@x.xx,103,101,17249
583191-583182-57469173@x.xx,106,406,34803
583191-583182-57469196@x.xx,102,101,57250
583191-583182-57469254@x.xx,104,103,99256
583191-583182-57469173@x.xx,401,301,35216
583191-583182-57469173@x.xx,301,404,9759
583191-583182-57469196@x.xx,405,301,33852
583191-583182-57469196@x.xx,101,407,10017
583191-583182-57469173@x.xx,101,407,25442
583191-583182-57469196@x.xx,106,107,14446
583191-583182-57469196@x.xx,105,106,7951
583191-583182-57469173@x.xx,107,402,15418
583191-583182-57469196@x.xx,104,406,5804
583191-583182-57469173@x.xx,104,406,9005
583191-583182-57469196@x.xx,302,105,4087
583191-583182-57469254@x.xx,403,301,81145
583191-583182-57469196@x.xx,403,404,14196
583191-583182-57469173@x.xx,102,302,21063
583191-583182-57469196@x.xx,105,401,9600
583191-583182-57469196@x.xx,405,106,4258
583191-583182-57469196@x.xx,404,101,2830
583191-583182-57469173@x.xx,104,401,11904
583191-583182-57469196@x.xx,404,407,3785
583191-583182-57469173@x.xx,301,407,10949
583191-583182-57469196@x.xx,102,301,8593
583191-583182-57469196@x.xx,104,107,5060
583191-583182-57469254@x.xx,105,404,75424
583191-583182-57469254@x.xx,406,105,81791
583191-583182-57469254@x.xx,406,302,12989
583191-583182-57469254@x.xx,402,406,129910
583191-583182-57469254@x.xx,405,407,157602
583191-583182-57469254@x.xx,401,102,126426
583191-583182-57469254@x.xx,107,301,48741
583191-583182-57469254@x.xx,405,103,8178
583191-583182-57469254@x.xx,403,101,24748
583191-583182-57469254@x.xx,403,106,30405
583191-583182-57469254@x.xx,107,302,23188
583191-583182-57469254@x.xx,106,402,13736
583191-583182-57469254@x.xx,401,406,11949
583191-583182-57486490@x.xx,102,404,81237
583191-583182-57486490@x.xx,103,301,39281
583191-583182-57486490@x.xx,407,302,28119
583191-583182-57486490@x.xx,407,402,12230
583191-583182-57486490@x.xx,405,104,23379
583191-583182-57486490@x.xx,401,101,28073
583191-583182-57486490@x.xx,102,407,9515
583191-583182-57486490@x.xx,102,107,19177
583191-583182-57486490@x.xx,403,103,18716
583191-583182-57486490@x.xx,107,105,12303
583191-583182-57486490@x.xx,106,401,16977
583191-583182-57486490@x.xx,302,402,13558
583191-583182-57486490@x.xx,102,405,8133
583191-583182-57486490@x.xx,404,107,6256
583191-583182-57486490@x.xx,106,103,4534
583191-583182-57495260@x.xx,105,403,79200
583191-583182-57495260@x.xx,107,101,96098
583191-583182-57495260@x.xx,103,406,132735
583191-583182-57495260@x.xx,302,106,66076
583191-583182-57495260@x.xx,401,402,229986
583191-583182-57495260@x.xx,405,302,53678
583191-583182-57495260@x.xx,404,401,33179
583191-583182-57495260@x.xx,104,407,81530
583191-583182-57495260@x.xx,102,105,62967
583191-583182-57495260@x.xx,101,406,7440
583191-583182-57495260@x.xx,405,403,42344
583191-583182-57495260@x.xx,104,301,32431
583191-583182-57495260@x.xx,403,402,23153
583191-583182-57495260@x.xx,404,106,31900
583191-583182-57495260@x.xx,103,404,67677
583191-583182-57547954@x.xx,101,104,54359
583191-583182-57547954@x.xx,301,406,29986
583191-583182-57547954@x.xx,404,302,11791
583191-583182-57547954@x.xx,402,101,25326
583191-583182-57547954@x.xx,404,405,11770
583191-583182-57547954@x.xx,407,406,18374
583191-583182-57547954@x.xx,407,401,14544
583191-583182-57547954@x.xx,104,102,25479
583191-583182-57547954@x.xx,107,406,4194
583191-583182-57547954@x.xx,103,407,23768
583191-583182-57547954@x.xx,105,104,11565
583191-583182-57547954@x.xx,407,403,4870
583191-583182-57547954@x.xx,106,301,7261
583191-583182-57547954@x.xx,401,302,9240
