judge,candidate_chosen,candidate_not_chosen,time_taken
234567,301,101,4.9
234567,107,101,6
234567,103,402,7.9
234567,102,107,8.7
234567,404,102,9.7
234567,405,402,10.7
234567,107,403,13.4
234567,103,102,13.4
234567,106,401,17.8
234567,401,104,18.8
234567,107,301,21.6
234567,403,105,22.6
234567,105,402,23.1
234567,405,407,66.3
234567,102,402,114.8
234568,102,106,2.8
234568,302,407,3.1
234568,302,406,3.2
234568,107,407,4.1
234568,402,406,6.3
234568,103,405,10.3
234568,102,407,15.2
234568,105,401,16.2
234568,403,405,22.1
234568,103,106,22.6
234568,404,101,26.3
234568,301,403,29.6
234568,406,107,30.4
234568,302,104,36.7
234568,404,402,38.6
234569,107,102,3.7
234569,104,101,8.7
234569,101,407,9.9
234569,103,407,10.1
234569,404,102,10.7
234569,104,102,11.7
234569,103,102,13.9
234569,106,102,23.6
234569,103,404,25
234569,404,407,29.2
234569,101,406,32
234569,105,102,33.6
234569,405,301,34.5
234569,107,402,40.5
234569,101,401,98.3
234570,103,301,3.8
234570,301,102,5.2
234570,103,401,5.5
234570,104,403,6.5
234570,405,407,8.9
234570,102,407,14.7
234570,302,401,15
234570,402,401,17.7
234570,406,302,18.6
234570,401,104,25.6
234570,301,407,35.2
234570,302,405,61.4
234570,103,102,71.6
234570,401,407,101.5
234570,407,107,118.5
234571,301,105,1.6
234571,102,404,4
234571,402,302,5
234571,401,104,5.8
234571,106,405,7
234571,301,402,7.1
234571,101,104,7.2
234571,302,401,8
234571,405,302,14
234571,406,102,14.4
234571,107,104,15.7
234571,406,404,19.1
234571,404,402,24
234571,104,407,55.2
234571,101,105,60.5
234572,406,104,4.9
234572,301,302,5.1
234572,102,405,5.9
234572,105,102,6.3
234572,405,401,7.9
234572,407,301,9.9
234572,104,102,12
234572,401,104,12.8
234572,404,406,14.2
234572,406,407,14.8
234572,101,405,15.2
234572,403,404,16.5
234572,404,301,20.1
234572,402,101,20.4
234572,102,302,43.7
234573,302,101,3.5
234573,407,403,7
234573,104,407,10
234573,302,104,13.7
234573,102,404,14.3
234573,407,402,14.6
234573,301,401,15.6
234573,105,103,19.6
234573,403,102,21
234573,402,407,26.5
234573,106,101,39
234573,103,403,45.8
234573,102,403,57.6
234573,401,106,61.1
234573,104,106,77.3
234574,405,104,2.5
234574,102,302,3.9
234574,105,104,7.2
234574,401,403,10.8
234574,407,401,11
234574,401,404,11.9
234574,405,105,14.9
234574,402,104,25.2
234574,102,404,27.8
234574,406,403,29.1
234574,105,403,32.1
234574,102,101,36.9
234574,103,104,39.6
234574,105,302,43.5
234574,407,403,58.9
234575,406,102,2.7
234575,406,403,2.7
234575,301,104,3.2
234575,404,104,3.5
234575,401,407,4.6
234575,403,302,5.5
234575,301,104,6.1
234575,102,405,7.3
234575,107,102,14.5
234575,407,402,18.1
234575,401,104,22.1
234575,407,302,24.6
234575,407,403,29.8
234575,102,404,48.2
234575,102,403,63.2
234576,401,405,5.8
234576,401,104,8.7
234576,106,401,12.7
234576,107,404,16
234576,406,302,21.5
234576,401,403,26.4
234576,402,406,28.4
234576,401,301,43
234576,406,103,50.3
234576,105,406,52.2
234576,105,401,58
234576,401,404,60.3
234576,405,406,65.5
234576,104,406,84
234576,401,406,201.4
234577,301,406,4.8
234577,102,401,5
234577,102,407,7.3
234577,403,407,11.1
234577,107,401,12.7
234577,401,402,14.5
234577,401,406,15.5
234577,404,401,19.6
234577,401,106,24.1
234577,101,105,26.8
234577,102,402,53
234577,301,406,64.4
234577,104,301,64.8
234577,403,407,66.3
234577,105,406,109.9
234578,107,401,0.2
234578,107,406,0.2
234578,405,104,0.2
234578,406,405,0.2
234578,405,406,0.4
234578,407,403,0.4
234578,302,104,0.8
234578,105,406,1.3
234578,102,103,1.7
234578,404,407,3.2
234578,102,301,5
234578,404,401,11.6
234578,301,401,11.6
234578,403,401,12.6
234578,102,403,45
234579,107,401,2.8
234579,106,401,4.8
234579,406,407,5.4
234579,106,401,5.5
234579,102,401,6.5
234579,406,104,18.4
234579,105,404,18.7
234579,107,401,22.3
234579,401,101,24.5
234579,401,405,27.5
234579,406,302,31.4
234579,407,406,38
234579,406,103,41.9
234579,404,401,48.9
234579,101,105,163.4
234580,405,101,4.8
234580,105,404,5
234580,103,102,6.5
234580,106,101,7.2
234580,403,404,11.3
234580,105,401,12.4
234580,107,405,13.3
234580,301,101,15.6
234580,406,301,16.2
234580,106,404,17.3
234580,103,406,18.5
234580,404,401,19.6
234580,103,402,20.1
234580,104,401,44.9
234580,102,401,49
234581,405,106,1.8
234581,401,102,4.4
234581,404,406,7.4
234581,401,106,14.3
234581,403,105,25.4
234581,405,302,45.5
234581,103,104,51.7
234581,403,404,59.2
234581,102,101,62.4
234581,405,406,80.2
234581,405,101,81.3
234581,401,406,91.6
234581,403,106,169.7
234581,105,406,195.3
234581,407,103,292.7
234582,107,401,3
234582,101,105,3.7
234582,406,107,4.2
